,Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
113,2021-10-12 16:48:27.689,-1.252595,-0.470771,9.815239,0.286364,-0.215018,0.149852,12.304573,-22.75432,11.315665,-149.26995,1.127516,10.300247,drop_and_pickup
114,2021-10-12 16:48:27.739,-0.782423,-0.743654,8.541687,0.248594,-0.35961,0.187037,12.582795,-22.763887,10.938403,-149.646213,0.392749,9.35456,drop_and_pickup
115,2021-10-12 16:48:27.789,-0.138911,-0.563728,7.561376,0.551261,-0.324519,-0.12281,12.996293,-22.675756,10.715525,-149.215145,-0.9734,8.389278,drop_and_pickup
116,2021-10-12 16:48:27.839,0.010778,0.095352,6.421047,0.643126,-0.386718,-0.20588,13.467231,-22.112856,11.025858,-148.421787,-2.673528,7.350847,drop_and_pickup
117,2021-10-12 16:48:27.889,0.496068,0.996628,4.957541,0.377877,-0.189716,0.088238,14.099501,-21.797094,11.136873,-148.287998,-3.878099,6.60411,drop_and_pickup
118,2021-10-12 16:48:27.939,0.401465,1.002914,5.497767,-0.369073,-2.038217,0.74909,13.874359,-21.951059,11.270445,-150.057145,-3.509051,3.332937,drop_and_pickup
119,2021-10-12 16:48:27.989,-0.050146,0.178279,-0.1925,-0.216748,-1.925915,1.210271,13.621817,-22.84922,9.646646,-153.31221,-2.800075,-2.526818,drop_and_pickup
120,2021-10-12 16:48:28.039,-0.071551,-0.047601,-0.43784,-0.134225,-1.153967,1.309921,12.212802,-23.908751,8.708757,-156.984888,-2.064246,-6.419674,drop_and_pickup
121,2021-10-12 16:48:28.089,0.086221,-0.225581,-5.176984,-10.897958,12.257063,0.057101,10.684011,-24.961727,8.605639,-158.228707,11.08656,11.673666,drop_and_pickup
122,2021-10-12 16:48:28.139,-8.554411,-4.031566,23.267465,2.198945,-3.161831,0.111852,7.802311,-26.258377,7.926332,-157.256664,5.454244,10.74165,drop_and_pickup
123,2021-10-12 16:48:28.188,-1.080453,-0.497715,-0.381557,0.291978,2.251683,-0.162138,8.339313,-25.634237,9.550719,-156.568468,4.220896,14.135648,drop_and_pickup
124,2021-10-12 16:48:28.238,-0.907263,-0.975072,4.41432,-1.087212,1.134567,-0.590019,7.54463,-25.379665,11.188196,-155.956401,6.622024,18.73764,drop_and_pickup
125,2021-10-12 16:48:28.288,-7.066056,-3.824846,20.624262,0.79357,-2.691925,0.056317,8.545847,-25.754742,8.984094,-155.567347,8.216945,10.963716,drop_and_pickup
126,2021-10-12 16:48:28.338,-1.586102,-0.894689,7.051087,0.33412,0.913809,0.125707,9.341013,-25.489914,8.597353,-155.601698,6.577903,11.933432,drop_and_pickup
127,2021-10-12 16:48:28.388,-1.093326,-1.03405,6.584657,-0.707617,1.175663,-0.070543,8.661633,-25.495354,9.377209,-155.937737,8.07288,15.768915,drop_and_pickup
128,2021-10-12 16:48:28.438,-3.429518,-1.836082,9.231453,0.101331,-1.120145,-0.017715,8.621116,-25.744183,8.851988,-155.96867,8.089093,12.5503,drop_and_pickup
129,2021-10-12 16:48:28.488,-1.273851,-1.420696,9.982591,-0.47507,1.561606,-0.10922,8.786434,-25.715366,8.473104,-155.787924,8.989561,14.43105,drop_and_pickup
